,GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
113,Shot Chart Detail,0020900216,271,201939,Stephen Curry,1610612744,Golden State Warriors,3,11,9,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,6,14,1,1,20091125,SAS,GSW
114,Shot Chart Detail,0020900216,273,201939,Stephen Curry,1610612744,Golden State Warriors,3,10,49,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-133,88,1,0,20091125,SAS,GSW
115,Shot Chart Detail,0020900216,305,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,41,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,-37,183,1,1,20091125,SAS,GSW
116,Shot Chart Detail,0020900216,316,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,57,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,16,13,164,1,0,20091125,SAS,GSW
117,Shot Chart Detail,0020900216,501,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,0,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,20,-205,0,1,1,20091125,SAS,GSW
118,Shot Chart Detail,0020900216,526,201939,Stephen Curry,1610612744,Golden State Warriors,4,2,52,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-18,17,1,0,20091125,SAS,GSW
119,Shot Chart Detail,0020900216,543,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,48,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-111,112,1,1,20091125,SAS,GSW
120,Shot Chart Detail,0020900216,555,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,43,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,225,129,1,0,20091125,SAS,GSW
121,Shot Chart Detail,0020900238,15,201939,Stephen Curry,1610612744,Golden State Warriors,1,9,37,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-136,113,1,1,20091128,GSW,LAL
122,Shot Chart Detail,0020900238,83,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,2,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,144,20,1,0,20091128,GSW,LAL
123,Shot Chart Detail,0020900238,181,201939,Stephen Curry,1610612744,Golden State Warriors,2,7,45,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,103,239,1,0,20091128,GSW,LAL
124,Shot Chart Detail,0020900238,197,201939,Stephen Curry,1610612744,Golden State Warriors,2,6,49,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-68,261,1,1,20091128,GSW,LAL
125,Shot Chart Detail,0020900238,199,201939,Stephen Curry,1610612744,Golden State Warriors,2,6,26,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,0,61,1,1,20091128,GSW,LAL
126,Shot Chart Detail,0020900238,211,201939,Stephen Curry,1610612744,Golden State Warriors,2,5,23,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-226,56,1,0,20091128,GSW,LAL
127,Shot Chart Detail,0020900238,215,201939,Stephen Curry,1610612744,Golden State Warriors,2,4,53,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,16,-37,156,1,1,20091128,GSW,LAL
128,Shot Chart Detail,0020900238,218,201939,Stephen Curry,1610612744,Golden State Warriors,2,4,32,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,39,178,1,0,20091128,GSW,LAL
129,Shot Chart Detail,0020900238,282,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,0,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,11,-114,22,1,0,20091128,GSW,LAL
130,Shot Chart Detail,0020900238,344,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,24,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,233,-5,1,0,20091128,GSW,LAL
131,Shot Chart Detail,0020900238,366,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,37,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,157,214,1,0,20091128,GSW,LAL
132,Shot Chart Detail,0020900238,462,201939,Stephen Curry,1610612744,Golden State Warriors,4,6,38,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,29,184,1,0,20091128,GSW,LAL
133,Shot Chart Detail,0020900238,477,201939,Stephen Curry,1610612744,Golden State Warriors,4,5,26,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,37,34,1,0,20091128,GSW,LAL
134,Shot Chart Detail,0020900238,492,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,53,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-37,36,1,0,20091128,GSW,LAL
135,Shot Chart Detail,0020900238,518,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,13,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,95,143,1,1,20091128,GSW,LAL
136,Shot Chart Detail,0020900252,11,201939,Stephen Curry,1610612744,Golden State Warriors,1,10,25,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,6,63,1,0,20091130,GSW,IND
137,Shot Chart Detail,0020900252,45,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,49,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,34,187,1,0,20091130,GSW,IND
138,Shot Chart Detail,0020900252,284,201939,Stephen Curry,1610612744,Golden State Warriors,3,11,34,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,92,242,1,0,20091130,GSW,IND
139,Shot Chart Detail,0020900252,581,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,32,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,132,159,1,1,20091130,GSW,IND
140,Shot Chart Detail,0020900252,598,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,18,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,61,263,1,1,20091130,GSW,IND
141,Shot Chart Detail,0020900256,9,201939,Stephen Curry,1610612744,Golden State Warriors,1,10,53,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-205,139,1,0,20091201,DEN,GSW
142,Shot Chart Detail,0020900256,24,201939,Stephen Curry,1610612744,Golden State Warriors,1,9,4,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,-32,178,1,0,20091201,DEN,GSW
143,Shot Chart Detail,0020900256,30,201939,Stephen Curry,1610612744,Golden State Warriors,1,8,34,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,88,187,1,1,20091201,DEN,GSW
144,Shot Chart Detail,0020900256,145,201939,Stephen Curry,1610612744,Golden State Warriors,2,10,21,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,128,216,1,0,20091201,DEN,GSW
145,Shot Chart Detail,0020900256,288,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,16,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-40,248,1,1,20091201,DEN,GSW
146,Shot Chart Detail,0020900256,296,201939,Stephen Curry,1610612744,Golden State Warriors,3,11,13,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20091201,DEN,GSW
147,Shot Chart Detail,0020900256,329,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,7,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-154,185,1,1,20091201,DEN,GSW
148,Shot Chart Detail,0020900256,335,201939,Stephen Curry,1610612744,Golden State Warriors,3,7,46,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20,-166,122,1,0,20091201,DEN,GSW
149,Shot Chart Detail,0020900256,362,201939,Stephen Curry,1610612744,Golden State Warriors,3,5,48,Missed Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,11,85,73,1,0,20091201,DEN,GSW
150,Shot Chart Detail,0020900256,390,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,6,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-73,248,1,0,20091201,DEN,GSW
151,Shot Chart Detail,0020900256,429,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,39,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20091201,DEN,GSW
152,Shot Chart Detail,0020900256,434,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,5,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20091201,DEN,GSW
153,Shot Chart Detail,0020900256,518,201939,Stephen Curry,1610612744,Golden State Warriors,4,5,8,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,154,193,1,0,20091201,DEN,GSW
154,Shot Chart Detail,0020900256,537,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,12,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,21,133,175,1,0,20091201,DEN,GSW
155,Shot Chart Detail,0020900271,7,201939,Stephen Curry,1610612744,Golden State Warriors,1,11,12,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-97,129,1,0,20091203,GSW,HOU
156,Shot Chart Detail,0020900271,29,201939,Stephen Curry,1610612744,Golden State Warriors,1,8,47,Made Shot,Pullup Jump shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-231,1,1,1,20091203,GSW,HOU
157,Shot Chart Detail,0020900271,72,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,5,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,-49,86,1,0,20091203,GSW,HOU
158,Shot Chart Detail,0020900271,82,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,37,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-210,123,1,0,20091203,GSW,HOU
159,Shot Chart Detail,0020900271,288,201939,Stephen Curry,1610612744,Golden State Warriors,3,9,52,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,20,72,1,1,20091203,GSW,HOU
160,Shot Chart Detail,0020900271,306,201939,Stephen Curry,1610612744,Golden State Warriors,3,7,33,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-13,261,1,0,20091203,GSW,HOU
161,Shot Chart Detail,0020900271,407,201939,Stephen Curry,1610612744,Golden State Warriors,4,10,2,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-34,30,1,1,20091203,GSW,HOU
162,Shot Chart Detail,0020900271,438,201939,Stephen Curry,1610612744,Golden State Warriors,4,7,17,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,16,140,94,1,1,20091203,GSW,HOU
163,Shot Chart Detail,0020900289,11,201939,Stephen Curry,1610612744,Golden State Warriors,1,10,46,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,72,187,1,1,20091205,GSW,ORL
164,Shot Chart Detail,0020900289,19,201939,Stephen Curry,1610612744,Golden State Warriors,1,9,51,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,147,131,1,1,20091205,GSW,ORL
165,Shot Chart Detail,0020900289,28,201939,Stephen Curry,1610612744,Golden State Warriors,1,8,13,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,22,20,220,1,1,20091205,GSW,ORL
166,Shot Chart Detail,0020900289,63,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,46,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,20,15,1,1,20091205,GSW,ORL
167,Shot Chart Detail,0020900289,162,201939,Stephen Curry,1610612744,Golden State Warriors,2,10,10,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16,-169,9,1,0,20091205,GSW,ORL
168,Shot Chart Detail,0020900289,341,201939,Stephen Curry,1610612744,Golden State Warriors,3,9,35,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17,-45,170,1,0,20091205,GSW,ORL
169,Shot Chart Detail,0020900289,419,201939,Stephen Curry,1610612744,Golden State Warriors,3,2,27,Made Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,12,-123,1,1,1,20091205,GSW,ORL
170,Shot Chart Detail,0020900289,438,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,40,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,231,-16,1,0,20091205,GSW,ORL
171,Shot Chart Detail,0020900289,445,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,1,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,21,31,209,1,0,20091205,GSW,ORL
172,Shot Chart Detail,0020900289,450,201939,Stephen Curry,1610612744,Golden State Warriors,4,11,41,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-8,17,1,1,20091205,GSW,ORL
173,Shot Chart Detail,0020900289,483,201939,Stephen Curry,1610612744,Golden State Warriors,4,9,13,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,181,205,1,0,20091205,GSW,ORL
174,Shot Chart Detail,0020900289,493,201939,Stephen Curry,1610612744,Golden State Warriors,4,8,25,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-133,102,1,0,20091205,GSW,ORL
175,Shot Chart Detail,0020900298,41,201939,Stephen Curry,1610612744,Golden State Warriors,1,7,14,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,86,153,1,1,20091207,OKC,GSW
176,Shot Chart Detail,0020900298,107,201939,Stephen Curry,1610612744,Golden State Warriors,1,2,10,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,190,153,1,0,20091207,OKC,GSW
177,Shot Chart Detail,0020900298,110,201939,Stephen Curry,1610612744,Golden State Warriors,1,1,53,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17,29,173,1,1,20091207,OKC,GSW
178,Shot Chart Detail,0020900298,144,201939,Stephen Curry,1610612744,Golden State Warriors,2,10,50,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20091207,OKC,GSW
179,Shot Chart Detail,0020900298,227,201939,Stephen Curry,1610612744,Golden State Warriors,2,5,1,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20091207,OKC,GSW
180,Shot Chart Detail,0020900298,238,201939,Stephen Curry,1610612744,Golden State Warriors,2,4,24,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20091207,OKC,GSW
181,Shot Chart Detail,0020900298,311,201939,Stephen Curry,1610612744,Golden State Warriors,3,9,59,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,119,214,1,1,20091207,OKC,GSW
182,Shot Chart Detail,0020900298,422,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,33,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,23,78,220,1,0,20091207,OKC,GSW
183,Shot Chart Detail,0020900298,442,201939,Stephen Curry,1610612744,Golden State Warriors,4,10,55,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,21,88,195,1,1,20091207,OKC,GSW
184,Shot Chart Detail,0020900298,459,201939,Stephen Curry,1610612744,Golden State Warriors,4,9,2,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-122,96,1,0,20091207,OKC,GSW
185,Shot Chart Detail,0020900298,462,201939,Stephen Curry,1610612744,Golden State Warriors,4,8,37,Made Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20091207,OKC,GSW
186,Shot Chart Detail,0020900298,510,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,55,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,132,201,1,1,20091207,OKC,GSW
187,Shot Chart Detail,0020900298,513,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,31,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,130,208,1,0,20091207,OKC,GSW
188,Shot Chart Detail,0020900298,534,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,48,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20091207,OKC,GSW
189,Shot Chart Detail,0020900311,3,201939,Stephen Curry,1610612744,Golden State Warriors,1,11,37,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20091209,NJN,GSW
190,Shot Chart Detail,0020900311,11,201939,Stephen Curry,1610612744,Golden State Warriors,1,10,30,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,103,132,1,1,20091209,NJN,GSW
191,Shot Chart Detail,0020900311,16,201939,Stephen Curry,1610612744,Golden State Warriors,1,9,40,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,64,236,1,0,20091209,NJN,GSW
192,Shot Chart Detail,0020900311,66,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,6,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,125,99,1,0,20091209,NJN,GSW
193,Shot Chart Detail,0020900311,70,201939,Stephen Curry,1610612744,Golden State Warriors,1,5,32,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-43,246,1,0,20091209,NJN,GSW
194,Shot Chart Detail,0020900311,92,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,18,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20091209,NJN,GSW
195,Shot Chart Detail,0020900311,99,201939,Stephen Curry,1610612744,Golden State Warriors,1,2,46,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,168,187,1,0,20091209,NJN,GSW
196,Shot Chart Detail,0020900311,165,201939,Stephen Curry,1610612744,Golden State Warriors,2,9,33,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20091209,NJN,GSW
197,Shot Chart Detail,0020900311,184,201939,Stephen Curry,1610612744,Golden State Warriors,2,7,49,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,23,147,187,1,1,20091209,NJN,GSW
198,Shot Chart Detail,0020900311,214,201939,Stephen Curry,1610612744,Golden State Warriors,2,5,6,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,21,176,129,1,0,20091209,NJN,GSW
199,Shot Chart Detail,0020900311,284,201939,Stephen Curry,1610612744,Golden State Warriors,3,10,11,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20091209,NJN,GSW
200,Shot Chart Detail,0020900311,294,201939,Stephen Curry,1610612744,Golden State Warriors,3,9,7,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20091209,NJN,GSW
201,Shot Chart Detail,0020900311,305,201939,Stephen Curry,1610612744,Golden State Warriors,3,7,51,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20091209,NJN,GSW
202,Shot Chart Detail,0020900324,42,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,34,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,132,213,1,0,20091211,CHI,GSW
203,Shot Chart Detail,0020900324,45,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,12,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20091211,CHI,GSW
204,Shot Chart Detail,0020900324,85,201939,Stephen Curry,1610612744,Golden State Warriors,1,1,36,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,22,-166,151,1,1,20091211,CHI,GSW
205,Shot Chart Detail,0020900324,89,201939,Stephen Curry,1610612744,Golden State Warriors,1,1,7,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-67,249,1,0,20091211,CHI,GSW
206,Shot Chart Detail,0020900324,248,201939,Stephen Curry,1610612744,Golden State Warriors,3,11,43,Made Shot,Running Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,11,110,0,1,1,20091211,CHI,GSW
207,Shot Chart Detail,0020900324,291,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,14,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,105,222,1,0,20091211,CHI,GSW
208,Shot Chart Detail,0020900324,307,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,12,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,23,-4,233,1,0,20091211,CHI,GSW
209,Shot Chart Detail,0020900324,320,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,22,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,21,64,205,1,0,20091211,CHI,GSW
210,Shot Chart Detail,0020900324,346,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,1,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20091211,CHI,GSW
211,Shot Chart Detail,0020900332,12,201939,Stephen Curry,1610612744,Golden State Warriors,1,10,5,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20091212,DET,GSW
212,Shot Chart Detail,0020900332,14,201939,Stephen Curry,1610612744,Golden State Warriors,1,9,59,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-188,181,1,0,20091212,DET,GSW
213,Shot Chart Detail,0020900332,29,201939,Stephen Curry,1610612744,Golden State Warriors,1,7,59,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-232,47,1,1,20091212,DET,GSW
214,Shot Chart Detail,0020900332,55,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,47,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,155,17,1,0,20091212,DET,GSW
215,Shot Chart Detail,0020900332,86,201939,Stephen Curry,1610612744,Golden State Warriors,1,1,7,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20091212,DET,GSW
216,Shot Chart Detail,0020900332,128,201939,Stephen Curry,1610612744,Golden State Warriors,2,9,56,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,32,257,1,1,20091212,DET,GSW
