,GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
7755,Shot Chart Detail,0021500931,92,201939,Stephen Curry,1610612744,Golden State Warriors,1,2,58,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-11,244,1,0,20160306,LAL,GSW
7756,Shot Chart Detail,0021500931,121,201939,Stephen Curry,1610612744,Golden State Warriors,1,0,45,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,42,7,1,0,20160306,LAL,GSW
7757,Shot Chart Detail,0021500931,202,201939,Stephen Curry,1610612744,Golden State Warriors,2,5,11,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,159,2,1,0,20160306,LAL,GSW
7758,Shot Chart Detail,0021500931,288,201939,Stephen Curry,1610612744,Golden State Warriors,3,10,39,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-142,218,1,0,20160306,LAL,GSW
7759,Shot Chart Detail,0021500931,292,201939,Stephen Curry,1610612744,Golden State Warriors,3,10,10,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-6,16,1,1,20160306,LAL,GSW
7760,Shot Chart Detail,0021500931,303,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,41,Missed Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,11,1,0,20160306,LAL,GSW
7761,Shot Chart Detail,0021500931,351,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,51,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-68,237,1,0,20160306,LAL,GSW
7762,Shot Chart Detail,0021500931,368,201939,Stephen Curry,1610612744,Golden State Warriors,3,2,46,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,0,273,1,0,20160306,LAL,GSW
7763,Shot Chart Detail,0021500931,372,201939,Stephen Curry,1610612744,Golden State Warriors,3,2,18,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,20,21,1,0,20160306,LAL,GSW
7764,Shot Chart Detail,0021500931,397,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,2,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,156,234,1,0,20160306,LAL,GSW
7765,Shot Chart Detail,0021500931,431,201939,Stephen Curry,1610612744,Golden State Warriors,4,9,0,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-155,188,1,0,20160306,LAL,GSW
7766,Shot Chart Detail,0021500931,438,201939,Stephen Curry,1610612744,Golden State Warriors,4,8,15,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,4,-6,1,1,20160306,LAL,GSW
7767,Shot Chart Detail,0021500931,449,201939,Stephen Curry,1610612744,Golden State Warriors,4,6,32,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,4,249,1,0,20160306,LAL,GSW
7768,Shot Chart Detail,0021500943,18,201939,Stephen Curry,1610612744,Golden State Warriors,1,10,21,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,1,26,1,0,20160307,GSW,ORL
7769,Shot Chart Detail,0021500943,24,201939,Stephen Curry,1610612744,Golden State Warriors,1,9,54,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-207,178,1,1,20160307,GSW,ORL
7770,Shot Chart Detail,0021500943,27,201939,Stephen Curry,1610612744,Golden State Warriors,1,9,33,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,13,1,1,20160307,GSW,ORL
7771,Shot Chart Detail,0021500943,32,201939,Stephen Curry,1610612744,Golden State Warriors,1,8,40,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,148,208,1,1,20160307,GSW,ORL
7772,Shot Chart Detail,0021500943,52,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,50,Missed Shot,Pullup Jump shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-232,26,1,0,20160307,GSW,ORL
7773,Shot Chart Detail,0021500943,80,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,38,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-17,262,1,1,20160307,GSW,ORL
7774,Shot Chart Detail,0021500943,89,201939,Stephen Curry,1610612744,Golden State Warriors,1,2,39,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,20,205,-6,1,0,20160307,GSW,ORL
7775,Shot Chart Detail,0021500943,261,201939,Stephen Curry,1610612744,Golden State Warriors,2,1,13,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-147,203,1,1,20160307,GSW,ORL
7776,Shot Chart Detail,0021500943,265,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,50,Made Shot,Pullup Bank shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-4,61,1,1,20160307,GSW,ORL
7777,Shot Chart Detail,0021500943,275,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,35,6,350,1,0,20160307,GSW,ORL
7778,Shot Chart Detail,0021500943,305,201939,Stephen Curry,1610612744,Golden State Warriors,3,9,25,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-97,228,1,1,20160307,GSW,ORL
7779,Shot Chart Detail,0021500943,324,201939,Stephen Curry,1610612744,Golden State Warriors,3,7,29,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,16,1,1,20160307,GSW,ORL
7780,Shot Chart Detail,0021500943,379,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,59,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,22,7,1,1,20160307,GSW,ORL
7781,Shot Chart Detail,0021500943,388,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,31,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,101,249,1,0,20160307,GSW,ORL
7782,Shot Chart Detail,0021500943,404,201939,Stephen Curry,1610612744,Golden State Warriors,3,1,52,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-129,244,1,1,20160307,GSW,ORL
7783,Shot Chart Detail,0021500943,421,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,25,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,217,124,1,0,20160307,GSW,ORL
7784,Shot Chart Detail,0021500943,425,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,0,Missed Shot,Jump Shot,3PT Field Goal,Backcourt,Back Court(BC),Back Court Shot,69,209,668,1,0,20160307,GSW,ORL
7785,Shot Chart Detail,0021500943,502,201939,Stephen Curry,1610612744,Golden State Warriors,4,5,32,Made Shot,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,0,65,1,1,20160307,GSW,ORL
7786,Shot Chart Detail,0021500943,512,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,37,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,11,1,1,20160307,GSW,ORL
7787,Shot Chart Detail,0021500943,514,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,58,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-153,237,1,1,20160307,GSW,ORL
7788,Shot Chart Detail,0021500943,524,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,5,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,1,257,1,0,20160307,GSW,ORL
7789,Shot Chart Detail,0021500943,526,201939,Stephen Curry,1610612744,Golden State Warriors,4,2,52,Missed Shot,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-32,11,1,0,20160307,GSW,ORL
7790,Shot Chart Detail,0021500943,542,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,26,Missed Shot,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,30,11,1,0,20160307,GSW,ORL
7791,Shot Chart Detail,0021500943,558,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,44,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-6,11,1,1,20160307,GSW,ORL
7792,Shot Chart Detail,0021500958,18,201939,Stephen Curry,1610612744,Golden State Warriors,1,9,47,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,215,146,1,0,20160309,GSW,UTA
7793,Shot Chart Detail,0021500958,41,201939,Stephen Curry,1610612744,Golden State Warriors,1,7,24,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-117,224,1,0,20160309,GSW,UTA
7794,Shot Chart Detail,0021500958,57,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,58,Missed Shot,Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-12,26,1,0,20160309,GSW,UTA
7795,Shot Chart Detail,0021500958,66,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,29,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-115,239,1,0,20160309,GSW,UTA
7796,Shot Chart Detail,0021500958,75,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,7,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-227,7,1,0,20160309,GSW,UTA
7797,Shot Chart Detail,0021500958,197,201939,Stephen Curry,1610612744,Golden State Warriors,2,3,12,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,173,183,1,1,20160309,GSW,UTA
7798,Shot Chart Detail,0021500958,212,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,58,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,199,164,1,1,20160309,GSW,UTA
7799,Shot Chart Detail,0021500958,220,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,0,Made Shot,Pullup Bank shot,3PT Field Goal,Backcourt,Back Court(BC),Back Court Shot,54,151,527,1,1,20160309,GSW,UTA
7800,Shot Chart Detail,0021500958,241,201939,Stephen Curry,1610612744,Golden State Warriors,3,9,32,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,112,257,1,0,20160309,GSW,UTA
7801,Shot Chart Detail,0021500958,319,201939,Stephen Curry,1610612744,Golden State Warriors,3,1,46,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-12,8,1,0,20160309,GSW,UTA
7802,Shot Chart Detail,0021500958,431,201939,Stephen Curry,1610612744,Golden State Warriors,4,5,51,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-20,21,1,1,20160309,GSW,UTA
7803,Shot Chart Detail,0021500958,448,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,9,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-210,183,1,0,20160309,GSW,UTA
7804,Shot Chart Detail,0021500971,19,201939,Stephen Curry,1610612744,Golden State Warriors,1,9,27,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,7,1,0,20160311,GSW,POR
7805,Shot Chart Detail,0021500971,27,201939,Stephen Curry,1610612744,Golden State Warriors,1,8,11,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-9,2,1,0,20160311,GSW,POR
7806,Shot Chart Detail,0021500971,37,201939,Stephen Curry,1610612744,Golden State Warriors,1,7,15,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-52,257,1,0,20160311,GSW,POR
7807,Shot Chart Detail,0021500971,63,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,55,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-214,159,1,1,20160311,GSW,POR
7808,Shot Chart Detail,0021500971,70,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,28,Made Shot,Pullup Jump shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-230,2,1,1,20160311,GSW,POR
7809,Shot Chart Detail,0021500971,73,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,9,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-204,160,1,1,20160311,GSW,POR
7810,Shot Chart Detail,0021500971,85,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,2,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-68,249,1,1,20160311,GSW,POR
7811,Shot Chart Detail,0021500971,88,201939,Stephen Curry,1610612744,Golden State Warriors,1,2,38,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,81,237,1,0,20160311,GSW,POR
7812,Shot Chart Detail,0021500971,94,201939,Stephen Curry,1610612744,Golden State Warriors,1,1,58,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-22,16,1,1,20160311,GSW,POR
7813,Shot Chart Detail,0021500971,96,201939,Stephen Curry,1610612744,Golden State Warriors,1,1,36,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,21,-138,170,1,1,20160311,GSW,POR
7814,Shot Chart Detail,0021500971,102,201939,Stephen Curry,1610612744,Golden State Warriors,1,1,10,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,24,11,1,1,20160311,GSW,POR
7815,Shot Chart Detail,0021500971,113,201939,Stephen Curry,1610612744,Golden State Warriors,1,0,11,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,156,210,1,0,20160311,GSW,POR
7816,Shot Chart Detail,0021500971,246,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,57,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-24,262,1,0,20160311,GSW,POR
7817,Shot Chart Detail,0021500971,258,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,10,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-2,51,1,1,20160311,GSW,POR
7818,Shot Chart Detail,0021500971,271,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,2,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,18,-153,100,1,1,20160311,GSW,POR
7819,Shot Chart Detail,0021500971,275,201939,Stephen Curry,1610612744,Golden State Warriors,3,11,47,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,158,200,1,1,20160311,GSW,POR
7820,Shot Chart Detail,0021500971,282,201939,Stephen Curry,1610612744,Golden State Warriors,3,10,31,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,102,242,1,0,20160311,GSW,POR
7821,Shot Chart Detail,0021500971,338,201939,Stephen Curry,1610612744,Golden State Warriors,3,5,47,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-2,21,1,1,20160311,GSW,POR
7822,Shot Chart Detail,0021500971,348,201939,Stephen Curry,1610612744,Golden State Warriors,3,5,4,Made Shot,Step Back Jump shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-233,31,1,1,20160311,GSW,POR
7823,Shot Chart Detail,0021500971,380,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,3,Missed Shot,Pullup Jump shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,228,0,1,0,20160311,GSW,POR
7824,Shot Chart Detail,0021500971,384,201939,Stephen Curry,1610612744,Golden State Warriors,3,2,25,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,17,3,1,0,20160311,GSW,POR
7825,Shot Chart Detail,0021500971,404,201939,Stephen Curry,1610612744,Golden State Warriors,3,1,9,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,213,139,1,1,20160311,GSW,POR
7826,Shot Chart Detail,0021500971,407,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,33,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-171,208,1,0,20160311,GSW,POR
7827,Shot Chart Detail,0021500981,2,201939,Stephen Curry,1610612744,Golden State Warriors,1,11,45,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-99,228,1,0,20160312,GSW,PHX
7828,Shot Chart Detail,0021500981,11,201939,Stephen Curry,1610612744,Golden State Warriors,1,10,33,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,58,247,1,0,20160312,GSW,PHX
7829,Shot Chart Detail,0021500981,34,201939,Stephen Curry,1610612744,Golden State Warriors,1,7,51,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-112,223,1,1,20160312,GSW,PHX
7830,Shot Chart Detail,0021500981,51,201939,Stephen Curry,1610612744,Golden State Warriors,1,5,56,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-25,70,1,1,20160312,GSW,PHX
7831,Shot Chart Detail,0021500981,64,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,22,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-7,249,1,1,20160312,GSW,PHX
7832,Shot Chart Detail,0021500981,76,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,30,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,230,65,1,0,20160312,GSW,PHX
7833,Shot Chart Detail,0021500981,111,201939,Stephen Curry,1610612744,Golden State Warriors,1,0,34,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-65,259,1,1,20160312,GSW,PHX
7834,Shot Chart Detail,0021500981,113,201939,Stephen Curry,1610612744,Golden State Warriors,1,0,2,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-6,11,1,1,20160312,GSW,PHX
7835,Shot Chart Detail,0021500981,186,201939,Stephen Curry,1610612744,Golden State Warriors,2,6,14,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,151,195,1,0,20160312,GSW,PHX
7836,Shot Chart Detail,0021500981,191,201939,Stephen Curry,1610612744,Golden State Warriors,2,5,13,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,20,-201,3,1,0,20160312,GSW,PHX
7837,Shot Chart Detail,0021500981,230,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,48,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,17,16,1,1,20160312,GSW,PHX
7838,Shot Chart Detail,0021500981,299,201939,Stephen Curry,1610612744,Golden State Warriors,3,10,8,Made Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-155,228,1,1,20160312,GSW,PHX
7839,Shot Chart Detail,0021500981,301,201939,Stephen Curry,1610612744,Golden State Warriors,3,9,43,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,2,56,1,0,20160312,GSW,PHX
7840,Shot Chart Detail,0021500981,308,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,41,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-238,2,1,0,20160312,GSW,PHX
7841,Shot Chart Detail,0021500981,423,201939,Stephen Curry,1610612744,Golden State Warriors,4,11,4,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-205,169,1,1,20160312,GSW,PHX
7842,Shot Chart Detail,0021500981,428,201939,Stephen Curry,1610612744,Golden State Warriors,4,10,23,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-24,247,1,0,20160312,GSW,PHX
7843,Shot Chart Detail,0021500981,454,201939,Stephen Curry,1610612744,Golden State Warriors,4,8,30,Made Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-9,13,1,1,20160312,GSW,PHX
7844,Shot Chart Detail,0021500981,456,201939,Stephen Curry,1610612744,Golden State Warriors,4,8,1,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-35,277,1,0,20160312,GSW,PHX
7845,Shot Chart Detail,0021500981,473,201939,Stephen Curry,1610612744,Golden State Warriors,4,6,28,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,10,52,1,0,20160312,GSW,PHX
7846,Shot Chart Detail,0021500981,486,201939,Stephen Curry,1610612744,Golden State Warriors,4,5,40,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,87,242,1,1,20160312,GSW,PHX
7847,Shot Chart Detail,0021500981,489,201939,Stephen Curry,1610612744,Golden State Warriors,4,5,15,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-207,154,1,0,20160312,GSW,PHX
7848,Shot Chart Detail,0021500981,505,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,31,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-42,249,1,1,20160312,GSW,PHX
7849,Shot Chart Detail,0021500981,516,201939,Stephen Curry,1610612744,Golden State Warriors,4,2,31,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-176,200,1,0,20160312,GSW,PHX
7850,Shot Chart Detail,0021500981,544,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,55,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,15,26,1,1,20160312,GSW,PHX
7851,Shot Chart Detail,0021500996,9,201939,Stephen Curry,1610612744,Golden State Warriors,1,10,39,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-207,160,1,0,20160314,GSW,NOP
7852,Shot Chart Detail,0021500996,51,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,22,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-4,272,1,0,20160314,GSW,NOP
7853,Shot Chart Detail,0021500996,72,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,43,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,14,11,1,1,20160314,GSW,NOP
7854,Shot Chart Detail,0021500996,79,201939,Stephen Curry,1610612744,Golden State Warriors,1,2,43,Made Shot,Step Back Jump shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,230,28,1,1,20160314,GSW,NOP
7855,Shot Chart Detail,0021500996,87,201939,Stephen Curry,1610612744,Golden State Warriors,1,1,26,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,7,1,1,20160314,GSW,NOP
7856,Shot Chart Detail,0021500996,103,201939,Stephen Curry,1610612744,Golden State Warriors,1,0,7,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,11,1,1,20160314,GSW,NOP
7857,Shot Chart Detail,0021500996,175,201939,Stephen Curry,1610612744,Golden State Warriors,2,7,7,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-43,264,1,0,20160314,GSW,NOP
7858,Shot Chart Detail,0021500996,239,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,36,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,29,-78,288,1,0,20160314,GSW,NOP
7859,Shot Chart Detail,0021500996,249,201939,Stephen Curry,1610612744,Golden State Warriors,2,1,17,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,20,11,1,1,20160314,GSW,NOP
7860,Shot Chart Detail,0021500996,265,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,19,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16,-155,56,1,0,20160314,GSW,NOP
7861,Shot Chart Detail,0021500996,288,201939,Stephen Curry,1610612744,Golden State Warriors,3,10,3,Made Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-17,2,1,1,20160314,GSW,NOP
7862,Shot Chart Detail,0021500996,321,201939,Stephen Curry,1610612744,Golden State Warriors,3,7,21,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-120,242,1,0,20160314,GSW,NOP
7863,Shot Chart Detail,0021500996,339,201939,Stephen Curry,1610612744,Golden State Warriors,3,5,33,Made Shot,Cutting Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,13,1,1,20160314,GSW,NOP
7864,Shot Chart Detail,0021500996,388,201939,Stephen Curry,1610612744,Golden State Warriors,3,1,45,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,150,203,1,1,20160314,GSW,NOP
7865,Shot Chart Detail,0021500996,390,201939,Stephen Curry,1610612744,Golden State Warriors,3,1,14,Made Shot,Pullup Jump shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,235,7,1,1,20160314,GSW,NOP
7866,Shot Chart Detail,0021500996,407,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,3,Made Shot,Pullup Bank shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,32,-89,316,1,1,20160314,GSW,NOP
